Ticker,Basic EPS (FY),Basic EPS (TTM),EPS Diluted (TTM),EBITDA (TTM),Gross Profit (MRQ),Gross Profit (FY),Total Revenue (FY),EPS Diluted (FY),Last Year Revenue (FY),Net Income (FY)
COP,6.4345,6.4258,6.3952,13549000000,1969000000,8547000000,32426000000,6.3986,32426000000,7189000000
SMFG,0.9377,0.9322,0.9317,,,,50847844827.9627,0.9371,50847844827.9627,6552893808.54972
FFG,5.0911,5.0911,5.089,,,,744571000,5.089,744571000,126209000
RMR,4.5932,1.9573,1.9562,92561000,61661000,357811000,722784000,4.5901,722784000,74098000
D,1.658,1.62,1.5678,7358000000,2701000000,9212000000,16426000000,1.6232,16426000000,1358000000
EBF,1.4494,1.4569,1.4568,68782000,33836000,123360000,400782000,1.4487,400782000,37437000
RECN,0.996,1.0187,1.0044,60438000,71443000,273961000,728999000,0.9771,728999000,31470000
NTR,1.74328128,1.75770195,1.75484866,4036259880.4704065,1032199097.7473685,4879872053.270368,20488504533.997066,1.74081357,20488504533.997066,1015062503.0077964
XEC,-1.3282,-2.138,-2.1381,1490280000,250826000,870716000,2362969000,-1.3282,2362969000,-126138000
TCF,2.5581,1.8344,1.8316,,,,2058985000.0000005,2.5532,2058985000.0000005,295468000
CUBE,0.886,0.8858,0.8829,395546000,69694000,270559000,643845000,0.8828,643845000,169117000
NSA,-0.145,-0.1443,-0.2239,230834000,40158000,155767000,391233000,-0.145,391233000,3948000
TAP.A,1.1159,1.1159,1.1114,2355900000,907700000,4003700000,10579400000,1.1143,10579400000,241700000
MRO,0.5926,0.5912,0.5905,3044000000,263000000,1200000000,5063000000,0.5926,5063000000,480000000
ENIC,0.0304,0.2261,0.2261,1294820000,291586445.025895,1208973813.90586,3731181170.13412,0.0304,3731181170.13412,421021383.436193
PCH,0.8233,0.8238,0.8225,156617000,33257000,143648000,825714000,0.8216,825714000,55661000
LCNB,1.4436,1.4439,1.4435,,,,77542000,1.4432,77542000,18881000
HTA,0.1466,0.1466,0.143,481116000,44998000,191771000,689212000,0.1439,689212000,30154000
PRK,6.3261,6.3304,6.2935,,,,448068000,6.2892,448068000,102700000
MYE,0.6856,0.6857,0.681,62630000,39231000,171312000,515698000,0.6825,515698000,24333000
UVSP,2.2431,2.2432,2.2379,,,,278045000,2.2379,278045000,65483000.00000001
MBWM,3.0147,3.0149,3.0141,,,,185293000,3.0139,185293000,49456000
SASR,3.2526,3.2596,3.254,,,,419191000,3.2475,419191000,116433000
BCBP,1.2029,1.2036,1.1992,,,,128745000,1.1988,128745000,21034000
BBF,0.9747,0.9748,0.9748,,,9219636,10655818,0.9747,10655818,9972395
ACCO,1.0734,1.0848,1.071,276600000,176800000,593900000,1955700000,1.0574,1955700000,106800000
XRX,3.1986,3.2087,3.0976,1597000000,987000000,3534000000,9066000000,3.105,9066000000,724000000
PTR,4.3421,1.2043,1.2043,,8476652316.304,44998863043.2839,323062300659.154,4.3421,323062300659.154,7946940848.37706
HWC,3.7211,3.7222,3.7146,,,,1428731000,3.7164,1428731000,321834000
DAL,7.3226,7.3461,7.3136,9238000000,2377000000,10422000000,47006000000,7.3002,47006000000,4767000000
KT,1.099,1.0357,1.0353,,2744395598.5016003,11343490024.363901,20873201561.2435,,20873201561.2435,573923005.707842
CBFV,2.6362,2.636,2.6247,,,,60274000,2.6294,60274000,14327000
MPX,0.8094,0.8267,0.8267,35028000,10522000,65394000.00000001,292136000,0.8094,292136000,27570000
WRE,0.5532,0.5406,0.5398,176205000,11244000,57347000,309180000,0.5527,309180000,44401000
TERP,-0.6972,-0.6826,-0.6826,596301000,34741000,231084000,985030000,-0.6972,985030000,-148684000
CX,0.0058,0.1428,0.1428,2430990000,1039273559.61986,4110592439.8201895,13084697830.1527,0.0058,13084697830.1527,88080208.775073
CLI,0.9494,0.9842,0.9789,243302000,16406000,73674000,351089000,0.9494,351089000,85976000
CHL,3.7687,3.7744,3.7538,43291600000,,27666222951.035297,107950065256.22697,3.7478,107950065256.22697,15433222341.077303
NXRT,4.111,4.1356,4.0415,90438000,10465000,55907000,187538000,4.0312,187538000,99140000
EMCF,2.8792,2.8775,2.8593,,,,40536000,2.8587,40536000,7954000
RIVE,0.4675,0.4669,0.4662,,,,57994000,0.4668,57994000,4286000
POPE,0.5177,0.5159,0.5159,29434000,6814000,29143000,109903000,0.5177,109903000,2283000
RY,6.67676038,6.8278704,6.80851386,,,,50613611290.75208,6.65728307,50613611290.75208,9784304028.607296
KB,6.8298,7.1842,,,,,40273985772.52291,,40273985772.52291,2841059507.82641
TKC,0.654,0.495,0.495,1825680000,357487300.973402,1417214760.0687299,4423446551.27192,0.654,4423446551.27192,571295783.073794
ORRF,1.6333,1.6147,1.5918,,,,121590000,1.6097,121590000,16924000
EVR,7.437,7.4463,6.8951,529285999.99999994,625702000,1955588000,2028837000,6.886,2028837000,297436000
ALV,5.2924,5.2924,5.2829,1119100000,423900000,1540800000,8547600000,5.2803,8547600000,461500000
CG,3.0535,3.1209,2.8857,1403800000,378400000,2723700000,3357800000,2.8157,3357800000,380900000
ZION,4.4095,4.4238,4.1829,,,,3245000000,4.1608,3245000000,810000000
AIV,3.1556,3.1938,3.1889,536944000,54120000,222902000,914294000,3.1508,914294000,473479000
WTBA,1.7538,1.7537,1.7433,,,,106686000,1.7409,106686000,28690000
TRST,0.5972,0.5972,0.5967,,,,210719000,0.5967,210719000,57840000
CHCT,0.3728,0.3702,0.3702,40983000,7902000,26358000,60818000,0.3728,60818000,6965000
MDC,3.8435,3.8362,3.7097,251785000,197069000,568721000,3237653000,3.7181,3237653000,236826000
GLBZ,0.5667,0.5664,0.5664,,,,15809000,0.5667,15809000,1599000
MCS,1.3706,1.3679,1.3407,142342000,62524000,257204999.99999997,820863000,1.3488,820863000,42017000
PRA,0.0187,0.0196,0.0174,,,,976319000,0.0186,976319000,1004000
OGE,2.1669,2.1662,2.1601,859300000,216700000,1089700000,2231600000,2.1604,2231600000,433600000
MTEX,1.3756,1.3766,1.3379,9029000,30567000,124090000,157728000,1.3474,157728000,3289000
SLF,3.41029497,3.41152882,3.39911317,,,,24423366107.576633,3.39464045,24423366107.576633,2092153460.5745132
HBNC,1.5298,1.5163,1.5131,,,,251299000,1.5262,251299000,66538000
AAT,0.8449,0.8456,0.8448,204783000,36369000,138556000,361634000,0.8449,361634000,45718000
IRET,6.1178,6.1095,6.0033,87123000,6581000,27272000,186044000,6.0034,186044000,79206000
CFR,6.883,5.1516,,,,,1494378000,6.807,1494378000,439912000
ORAN,1.2648,1.2628,,,,16297379294.209,47274823612.9938,,47274823612.9938,3610696078.7802
HHR,0.4476,0.449,0.4386,53962500,14721906.6257804,55601648.3501593,120373951.698433,0.4392,120373951.698433,22378924.7569615
LSI,5.5534,5.5532,5.5449,333336000,69505000,271170000,573822000,5.5452,573822000,258699000
FCF,1.0714,1.071,1.0684,,,,410912000,1.0684,410912000,105333000
VBTX,1.7071,1.7167,1.6875,,,,407040000,1.681,407040000,90739000
SKM,1.0171,1.1588,1.1588,,,,15215178479.6073,,15215178479.6073,739113721.802919
UGI,1.436,2.1365,2.1054,1491000000,909800000,2883700000,7313200000,1.4146,7313200000,256200000
NEP,-1.4966,-1.5518,-1.6438,563000000,50000000,260000000,855000000,-1.4966,855000000,-71000000
IX,11.4037,11.9029,11.8918,,2068440012.65192,7958155208.73652,21956546586.825,11.3938,21956546586.825,2919391873.5303802
STLD,3.0555,3.0469,3.032,1308840000,299835000,1424256000,10464991000,3.0401,10464991000,671103000
DGICB,1.5153,1.5165,1.5072,,,,803282222,1.504,803282222,47151744
RYN,0.4573,0.4574,0.456,237078000,38911000,150481000,708831000,0.4561,708831000,59105000
HNI,2.5639,2.5766,2.5558,231138000,227884000,809357000,2246947000,2.5406,2246947000,110505000
ESBA,,,,335583000,61178000,206707000,722801000,,722801000,51143000
BKTI,-0.2075,-0.2075,-0.2075,-3166000,2407000,15651000,40100000,-0.2075,40100000,-2636000
BEP,-0.1944091,-0.19163293,-0.19163293,1889423558.8972433,239217739.6160085,1181852007.0302448,3033931775.623096,-0.1944091,3033931775.623096,10232484.90935277
LAND,-0.1275,-0.1277,-0.1277,32225000,7048000,21295000,40820000,-0.1275,40820000,1741000
BHB,1.4555,1.4557,1.4511,,,,164460000,1.4512,164460000,22620000
DAN,1.5694,1.5699,1.5562,919000000,217000000,1110000000,8620000000,1.5576,8620000000,226000000
BANR,4.1951,4.1978,4.1864,,,,608936000,4.1832,608936000,146278000
OGCP,,,,335583000,61178000,206707000,722801000,,722801000,51143000
FISK,,,,335583000,61178000,206707000,722801000,,722801000,51143000
BAK,1.97,1.5713,1.5713,2740730000,424048211.182802,3146092416.06252,15863106952.083101,1.97,15863106952.083101,784042710.061828
NUE,4.1441,4.1378,4.1311,2735570000,436020000,2679208000,22588858000,4.1378,22588858000,1264108000
ESRT,0.277,0.277,0.277,335583000,61178000,206707000,722801000,0.277,722801000,51143000
O,1.382,1.3858,1.3855,1346550000,215882000,800145000,1504391000,1.3806,1504391000,436482000
PDM,1.8237,1.8234,1.8149,288973000,34560000,140953000,526692000,1.8169,526692000,229261000
PFE,2.9219,2.9191,2.8691,20125000000,9072000000,37011000000,51750000000,2.8675,51750000000,16273000000
FIBK,2.8439,2.8424,2.8312,,,,696400000,2.8332,696400000,181000000
CHA,0.0367,0.0369,0.0369,20954300000,,16530449013.247799,54376541760.7983,0.0367,54376541760.7983,2969237565.15593
FNF,3.8901,3.8856,3.8295,,,,8477000000,3.8339,8477000000,1062000000
BOH,5.5941,5.5933,5.5567,,,,751280000,5.5576,751280000,225913000
BKSC,1.3253,1.3253,1.3085,,,,21110861,1.3096,21110861,7318433
NP,3.2704,3.2707,3.2587,123600000,44300000,183400000,938500000,3.2592,938500000,55100000
CTBI,3.6414,3.6414,3.6382,,,,235582000,3.6381,235582000,64540000.00000001
STND,1.9117,1.9132,1.8753,,,,42526000,1.8967,42526000,8806000
MLCO,0.7261,0.9211,0.9169,1410700000,366056986.497818,1299261976.41624,5153879680.24473,0.7212,5153879680.24473,351199545.411518
ARD,-0.0314,0.1687,0.1687,1332000000,172000000,808000000,6660000000,-0.0314,6660000000,-69000000
ETM,-3.068,-3.1488,-3.1493,319073000,116689000,357981000,1489929000,-3.068,1489929000,-420212000
SLCA,-4.4924,-4.488,-4.4882,195336000,38278000,161740000,1474477000,-4.4924,1474477000,-329082000
PII,5.273,5.2711,5.1968,636403000,405366000,1572349000,6782518000,5.2007,6782518000,323960000
MTN,7.464,7.5154,7.3019,733512000,406244000,772535000,2271575000,7.3172,2271575000,301163000
OFC,1.718,1.7144,1.7082,294895000,49057000,197467000,642641000,1.7129,642641000,191036000
NRIM,3.0842,3.0939,3.0482,,,,107351000,3.0391,107351000,20691000
DUK,5.085,5.0887,5.0875,10253000000,1416000000,7028000000,25079000000,5.085,25079000000,3748000000
AIG,3.7936,3.7987,3.7419,,,,50112000000,3.7936,50112000000,3348000000
ATLO,1.8614,1.8614,1.8614,,,,64806890.99999999,1.8614,64806890.99999999,17194169
SPOK,-0.5639,-0.57,-0.5703,2290000,29247000,120968000,160289000,-0.5639,160289000,-10765000
USB,4.1638,4.1579,4.1527,,,,26415000000,4.1586,26415000000,6885000000
NFG,3.5286,3.3388,3.3196,787423000,163080000,602122000,1692912000,3.5067,1692912000,304290000
COR,2.0628,2.0636,2.0534,293699000,52108000,207231000,572685000,2.0528,572685000,75840000
NTIP,-0.0747,-0.0747,-0.0747,-1212000,1173000,2600000,3037000,-0.0747,3037000,-1792000
ADTN,-1.1076,-1.1289,-1.1293,-14577000,47084000,219952000,530061000.00000006,-1.1076,530061000.00000006,-52982000
SYF,5.5909,5.5777,5.5494,10093000000,3199000000,13736000000,15603000000,5.5635,15603000000,3747000000
ALK,6.2379,6.2373,6.1922,1543000000,482000000,1992000000,8781000000,6.1872,8781000000,769000000
OMC,6.0924,6.0992,6.0672,2353800000,743900000,2528200000,14953700000,6.062,14953700000,1339100000
GPC,4.2617,4.2582,4.239,1400700000,1511859000,6045981000,19392305000,4.2419,19392305000,621085000
WETF,-0.0829,-0.0852,-0.0852,44983000,51858000,198888000,268403000.00000003,-0.0829,268403000.00000003,-12588000
BSRR,2.3487,2.3487,2.3301,,,,134390000,2.3295,134390000,35961000
CAL,1.5286,1.5269,1.5248,,280425000,1193141000,2921562000,1.5264,2921562000,60831000
VZ,4.6556,4.6553,4.6533,47189000000,15039000000,60460000000,131868000000,4.6534,131868000000,19265000000
SJI,0.8349,0.8445,0.8429,334262000,71819000,212873000,1620686000,0.8338,1620686000,76917000
BAF,1.5113,1.5113,1.5113,,,7145279,8461230,1.5113,8461230,13223099
GNE,0.1013,0.1012,0.0891,38663000,30591000,107709000,315291000,0.0981,315291000,4175000
BDGE,2.5909,2.5909,2.5867,,,,206928000,2.5868,206928000,50595000
HPE,0.7753,0.9094,0.899,4745000000,2136000000,8993000000,28902000000,0.7679,28902000000,1049000000
BOKF,7.0285,7.029,7.0276,,,,2213177000,7.027,2213177000,497531000
TROX,-0.7794,-0.7764,-0.7764,389000000,120000000,429000000,2637000000,-0.7794,2637000000,-109000000
BA,-1.1249,-1.1491,-1.2036,343000000,-792000000,4491000000,76559000000,-1.1249,76559000000,-636000000
DLX,-4.648,-4.742,-4.75,438005000,307997000,1199342000,2008715000,-4.648,2008715000,-199998000
PGRE,-0.1597,-0.1639,-0.164,411782000,63454000,241021000,753213000,-0.1597,753213000,-36970000
CNA,3.6819,3.6822,3.6691,,,,10593000000,3.6697,10593000000,1000000000
ASR,9.4632,9.4664,,525416000.00000006,106700739.01781303,442882238.067408,873720666.799709,,873720666.799709,283896402.726606
CWH,-1.624,-1.6208,-1.6483,179436000,237338000,1269960000,4892019000,-1.6242,4892019000,-60591000
JACK,3.6604,2.6744,2.6511,272233000,87332000,289669000,950107000,3.626,950107000,94522000
CIB,3.9493,4.3865,4.3865,,,,6985121075.99348,,6985121075.99348,949631712.984522
SAFT,6.5178,6.5195,6.4608,,,,855251000,6.4597,855251000,99078000
GLT,-0.4881,-0.4868,-0.4899,96976000,33719000,141074000,927673000,-0.4881,927673000,-21541000
AUB,2.413,2.4052,2.4042,,,,832130000,2.4112,832130000,193528000
NTAP,4.6024,4.307,4.2535,1158000000,941000000,3936000000,6147000000,4.5135,6147000000,1169000000
BKU,3.14,3.1473,3.1427,,,,1429074000,3.1315,1429074000,299727000
EV,3.6346,3.8146,3.6592,572538000,366508000,1362895000,1707552000,3.4972,1707552000,400035000
IBKC,6.9662,6.9599,6.9173,,,,1535350000,6.9234,1535350000,380596000
GIL,1.30217852,1.30333526,1.30009639,510712165.02795446,115527916.96465626,689358415.3516499,2895351186.009308,1.29932524,2895351186.009308,265849167.18237284
QSR,2.45506073,2.45398111,2.4194332,2253811451.7061887,870345393.0710161,3300999631.7572083,5733261294.710361,2.41958743,5733261294.710361,657948779.671383
WDC,-2.5822,-4.0587,-4.0587,996000000,935000000,3752000000,16569000000,-2.5822,16569000000,-754000000
BPOP,6.8913,6.8914,6.8808,,,,2840778000,6.8807,2840778000,671135000
SO,4.5306,4.5366,4.4964,8444000000,844000000,6380000000,21194000000,4.4962,21194000000,4754000000
SHG,12.3091,12.0515,,,,,37615633234.40541,,37615633234.40541,3123334787.4229097
AKO.A,1.4909,1.5258,1.5258,463502000,316390244.72753,1038759842.1636102,2529118681.79026,1.4909,2529118681.79026,246968617.72039795
BBD,0.7127,0.683,0.683,,,,62044285030.4221,0.7127,62044285030.4221,5724719222.89512
KINS,-0.5538,-0.555,-0.5552,,,,141000846,-0.5538,141000846,-5966353
PFBI,1.6528,1.6526,1.644,,,,85912000,1.6434,85912000,24196000
PNC,11.4273,11.4412,11.3932,,,,21513000000,11.3795,21513000000,5348000000
BSVN,0.8084,0.8084,0.808,,,,52993000,0.8082,52993000,8201000
REVG,-0.1959,-0.1153,-0.117,78800000,43400000,234600000,2403700000,-0.1959,2403700000,-12300000
FLIC,1.6849,1.6836,1.6711,,,,154461000,1.6723,154461000,41555000
MCBC,0.939,0.939,0.939,,,,95653000,0.939,95653000,31979000
MGM,3.9041,3.996,3.9676,2728710000,954054000,3991534000,12899672000,3.8781,12899672000,2046433000
LBAI,1.3883,1.3881,1.3838,,,,283283000,1.3838,283283000,70076000
PEG,3.3591,3.3567,3.3368,3464000000,514000000,1890000000,9493000000,3.3392,9493000000,1693000000
BBDO,0.7127,0.683,0.683,,,,62044285030.4221,0.7127,62044285030.4221,5724719222.89512
C,8.0789,8.0718,8.0434,,,,103521000000,8.036,103521000000,19280000000
SBGI,0.5108,0.5229,0.5084,1548050000,534000000,1497000000,4240000000,0.5044,4240000000,47000000
ALLY,4.3613,4.3565,4.333,,,,11464000000,4.3374,11464000000,1715000000
WNC,1.6377,1.637,1.6204,187440000,68416000,288208000,2319136000,1.6201,2319136000,89575000
OCFC,1.7656,1.7666,1.747,,,,350692000,1.7454,350692000,88574000
LSBK,0.68,0.6851,0.6847,,,,26759000,0.68,26759000,4087000
EIX,3.7765,3.8098,3.7946,4019000000,749000000,2760000000,12347000000,3.7654,12347000000,1284000000
FULT,1.3561,1.3938,1.3865,,,,1040757000.0000002,1.3489,1040757000.0000002,226339000
FGBI,1.4689,1.4686,1.4686,,,,99942000,1.4689,99942000,14241000
EVBN,3.4738,3.4721,3.4275,,,,82822000,3.4246,82822000,17014000
STC,3.3296,3.3288,3.3053,,,,1947666000,3.3097,1947666000,78615000
DEA,0.1031,0.1012,0.1008,121735000,16447000,57538000,215579000,0.1024,215579000,7088000
FRAF,3.6834,3.6849,3.6721,,,,63996000,3.6658,63996000,16115000
WSM,4.5586,4.5728,4.4911,653158000,692728000,2139092000,5898008000,4.49,5898008000,356062000
SPB,-10.215,-8.8786,-8.8786,458900000,276400000,1298600000,3802300000,-10.215,3802300000,-517900000
TRN,1.0812,1.0805,1.0674,660200000,176000000,639400000,3005100000,1.0668,3005100000,135800000
WEYS,2.1084,2.1132,2.1071,30573000,38489000,123962000,304011000,2.0981,304011000,20882000
IBOC,3.1325,3.1324,3.1225,,,,647227000,3.1225,647227000,205104000
MUFG,0.6034,0.415,0.414,,,,55077606255.674,0.6007,55077606255.674,7869530571.03384
LXP,1.1497,1.1417,1.1278,253545000,36087000,136736000,326348000,1.1483,326348000,279515000
MINI,1.8954,1.8989,1.882,227513000,137452000,523366999.99999994,612625000,1.8796,612625000,83734000
HI,1.93,1.4334,1.4244,314100000,157700000,591100000,1807500000,1.9178,1807500000,121400000
KOF,0.4787,1.0178,1.0178,2011660000,1190900465.60584,4577185648.68996,10100879105.424,0.4787,10100879105.424,628529385.125472
CUZ,0.3097,0.2818,0.2749,393249000,49024000,174216000,657515000,0.3054,657515000,39657000
VLGEA,1.9845,1.2502,1.1704,49066000,110149000,429426000,1643502000,1.7716,1643502000,24879000
EBR,2.6817,3.7798,3.7402,5010590000,1255916133.5839798,4851029996.543051,6830928641.613911,2.6503,6830928641.613911,3627293219.14216
WU,2.475,2.4669,2.4547,1308100000,487300000,1973000000,5277400000,2.456,5277400000,1058300000
DAKT,-0.0213,-0.2043,-0.2055,10886000,24482000,128137000,569704000,-0.0213,569704000,-958000
CWEN.A,-0.1009,-0.1008,-0.1074,743000000,31000000,303000000,1112000000,-0.1009,1112000000,-11000000
MMM,7.9203,7.9173,7.8082,8550000000,3796000000,14978000000,32136000000,7.8106,32136000000,4570000000
IRCP,-15.0763,-6.6727,-6.6727,,,181925182.385484,273269621.787789,-15.0763,273269621.787789,-474957671.36284703
MGA,5.73888568,5.65706574,5.63300559,4062371312.897628,972140175.8863235,4163598109.6156154,40386594688.72443,5.71891267,40386594688.72443,1806033586.5007672
HPP,0.2767,0.2767,0.2669,443277000,61877000,239279000,824129000,0.2749,824129000,43337000
HOMB,1.7255,1.7247,1.7247,,,,817507000,1.7255,817507000,289539000
POL,1.6956,1.6936,1.6839,333400000,152800000,652700000,2862700000,1.6847,2862700000,130900000
ONB,1.3857,1.3833,1.3758,,,,928865000,1.3794,928865000,238206000
SGC,0.8074,0.8073,0.7904,27826000,34867000,128929000,376701000,0.7904,376701000,12066000
WSO.B,6.51,6.3721,6.3678,381198000,254252000,1131962000,4770362000,6.5042,4770362000,225538000
TS,1.4826,1.381,1.381,1513130000,490152561.73524094,2216659661.19404,7650345139.584531,1.4826,7650345139.584531,875120102.29821
WSO,6.51,6.3721,6.3678,381198000,254252000,1131962000,4770362000,6.5042,4770362000,225538000
COLB,2.6795,2.6794,2.6787,,,,627930000,2.6783,627930000,192921000
PSA,7.3027,7.3018,7.2965,1978060000,410030000,1537122000,2846823000,7.2925,2846823000,1515639000
FCBC,2.4729,2.4726,2.4623,,,,122533000,2.4627,122533000,38802000
BFIN,0.7484,0.7475,0.7475,,,,71735000,0.7484,71735000,11672000
NRG,15.7634,16.3632,16.2345,1642000000,297000000,1962000000,9691000000,15.6439,9691000000,4130000000
CF,2.2389,2.2325,2.2194,1815000000,238000000,1184000000,4590000000,2.2247,4590000000,493000000
AES,0.4548,0.4552,0.4522,3211000000,562000000,2362000000,10190000000,0.4528,10190000000,302000000
TAK,0.5117,-0.1561,-0.1565,6774950000,4376960324.02528,11207409643.0284,18911855635.0611,0.5089,18911855635.0611,984050896.819645
SGA,2.2261,2.226,2.226,,8741000,30380000,123072000,2.2261,123072000,12987000
CAH,4.5433,-14.2307,-14.2434,2873000000,1587000000,6301000000,145532000000,4.5282,145532000000,1363000000
MFG,0.0687,0.0685,0.0685,,,,34202202697.754997,0.0687,34202202697.754997,870790269.0677359
HR,0.2899,0.2844,0.2842,254628000,28867000,109209000,469979000,0.2897,469979000,37110000
VIRT,-0.5313,-0.5312,-0.5312,273763000,-33324000,356811000,1273487000,-0.5313,1273487000,-60521000
DFS,9.0875,9.0885,9.0741,,,,13990000000,9.0875,13990000000,2939000000
BXP,3.3059,3.3005,3.2986,1729820000,310385000,1194815000,2966979000,3.2995,2966979000,521534000
AVB,5.6374,5.6387,5.6365,1488420000,230063000,888371000,2318055000,5.6317,2318055000,783911000
STT,5.431,5.821,5.7586,,,,12505000000,5.3765,12505000000,2241000000
SBSI,2.2092,2.2092,2.1997,,,,283155000,2.1996,283155000,74554000
SHBI,1.2729,1.2729,1.2724,,,,69787000,1.2724,69787000,16284000
EXC,3.0175,3.0191,3.0155,9825000000,1000000000,5919000000,33673000000,3.0144,33673000000,2936000000
ADM,2.4494,2.4574,2.445,2660000000,1288000000,4137000000,64691000000,2.4407,64691000000,1379000000
ANAT,23.0767,23.0748,23.07,,,,3531181000,23.0693,3531181000,620363000
NKSH,2.6541,2.6538,2.6538,,,,53937000,2.6541,53937000,17466000
GCAP,-1.6251,-1.6201,-1.6201,-41000,36000000,160265000,236257000,-1.6251,236257000,-60761000
ESXB,0.7054,0.7049,0.6969,,,,70803000,0.697,70803000,15705000
AXS,3.3657,3.3668,3.3459,,,,5121965000,3.3426,5121965000,323473000
AMNB,1.9851,2.0277,2.0264,,,,108239000,1.9832,108239000,20906000
HUN,2.4552,2.4661,2.4468,865000000,310000000,1382000000,6797000000,2.4371,6797000000,562000000
KMT,2.9367,1.588,1.5714,347666000,132356000,819585000,2375234000,2.9046,2375234000,241925000
GFED,2.1371,2.1371,2.1097,,,,52331396,2.1093,52331396,9415090
DTE,6.3081,6.33,6.3032,2990000000,469000000,2081000000,12609000000,6.3081,12609000000,1167000000
